,title,country,year_x,lgtb,tconst
19445,Saved!, US ,2004.0,1,tt0332375
19446,Saved!, US ,2004.0,1,tt0512178
19451,Saved by the Belles, Canada ,2003.0,1,tt0320422
19454,Saving Face, US ,2004.0,1,tt0384504
19469,Saving Face, US ,2004.0,1,tt1611325
19490,Saving Private Tootsie, Thailand ,2002.0,1,tt0365719
19491,Say Amen, Israel ,2005.0,1,tt0478510
19495,Say Uncle, US ,2005.0,1,tt0401385
19515,Sayew, Thailand ,2003.0,1,tt0359942
19520,Scarred, UK ,2007.0,1,tt0996867
19525,Scarred, UK ,2007.0,1,tt1687264
19543,Scènes de lit, France ,1998.0,1,tt0166793
19544,Scenes from a Gay Marriage, US ,2012.0,1,tt2011223
19545,Scenes from the Class Struggle in Beverly Hills, US ,1989.0,1,tt0098261
19546,Scenes of a Sexual Nature, UK ,2006.0,1,tt0475380
19572,Scorpio Rising, US ,1963.0,1,tt0058555
19579,Scott Pilgrim vs. the World, US/UK/Japan ,2010.0,1,tt0446029
19580,Scott Pilgrim vs. the World, US/UK/Japan ,2010.0,1,tt3104994
19582,Scotty and the Secret History of Hollywood, US ,2017.0,1,tt2773246
19583,Scrooge & Marley, US ,2012.0,1,tt2262073
19615,Sebastian, Canada ,2017.0,1,tt6087058
19616,Sebastian, Canada ,2017.0,1,tt6685964
19617,Sebastian, Canada ,2017.0,1,tt6781642
19618,Sebastian, Canada ,2017.0,1,tt6813708
19624,The Secret Diaries of Miss Anne Lister, UK ,2010.0,1,tt1555126
19626,Secret Fantasies, Australia ,1992.0,1,tt14740982
19629,The Secret Path, UK ,2014.0,1,tt3122436
19633,Secret Places, UK ,1984.0,1,tt0088075
19638,Seeing Heaven, UK ,2010.0,1,tt1577064
19639,Serene Hunter, France/US ,2007.0,1,tt1057518
19640,The Sergeant, US ,1968.0,1,tt0063585
19645,The Set, Australia ,1970.0,1,tt0064963
19655,Set It Off, US ,1996.0,1,tt0117603
19658,Sex Is..., US ,1993.0,1,tt0108090
19659,The Sex Monster, US ,1999.0,1,tt0159730
19660,The Sex Movie, US ,2006.0,1,tt0823188
19664,Shank, UK ,2009.0,1,tt1288571
19676,The Shape of Water, US ,2017.0,1,tt19875430
19677,The Shape of Water, US ,2017.0,1,tt29873905
19678,The Shape of Water, US ,2017.0,1,tt5580390
19679,The Shape of Water, US ,2017.0,1,tt7798798
19685,Shared Rooms, US ,2016.0,1,tt5106400
19742,She, Thailand ,2012.0,1,tt2629698
19743,She, Thailand ,2012.0,1,tt2631158
19749,She, Thailand ,2012.0,1,tt2965366
19768,She, Thailand ,2012.0,1,tt5340600
19790,She Hate Me, US ,2004.0,1,tt0384533
19806,Shelter, US ,2007.0,1,tt0942384
19808,Shelter, US ,2007.0,1,tt1008716
19925,Shem, US ,2004.0,1,tt0406214
19926,Shem, US ,2004.0,1,tt0538397
19928,Shiner, US ,2004.0,1,tt0368268
19938,Shiva Baby, US/Canada ,2020.0,1,tt11317142
19943,Shock to the System, Canada/US ,2006.0,1,tt0780606
19953,Shopping for Fangs, US/Canada ,1997.0,1,tt0122710
19954,Shortbus, US ,2006.0,1,tt0367027
19957,Showboy, Australia ,2014.0,1,tt3552042
19958,Showgirls, US/France ,1995.0,1,tt0114436
19960,Showgirls, US/France ,1995.0,1,tt0538317
19974,Show Me Love, Sweden/Denmark ,1998.0,1,tt0150662
19979,Shubh Mangal Zyada Saavdhan, India ,2020.0,1,tt10309906
19981,Sick Nurses, Thailand ,2007.0,1,tt1058008
20001,Side Effects, US ,2013.0,1,tt12448612
20016,Side Effects, US ,2013.0,1,tt2053463
20017,Side Effects, US ,2013.0,1,tt2099720
20025,Side Effects, US ,2013.0,1,tt3311936
20036,Side Effects, US ,2013.0,1,tt7206130
20053,Sign, US ,2016.0,1,tt5529712
20063,Signature Move, US ,2017.0,1,tt5328952
20064,The Silence of the Lambs, US ,1991.0,1,tt0102926
20074,Silent Youth, Germany ,2012.0,1,tt2168288
20075,Silkwood, US ,1983.0,1,tt0086312
20079,Silly Girl, UK ,2016.0,1,tt6244096
20080,Silom Soi 2, Thailand ,2006.0,1,tt0823257
20082,The Silver Screen: Color Me Lavender, US ,1997.0,1,tt0152444
20083,Silverlake Life: The View from Here, US ,1993.0,1,tt0108138
20090,Simon, Netherlands ,2004.0,1,tt0393775
20092,Simon, Netherlands ,2004.0,1,tt0424444
20151,Sin City, US ,2005.0,1,tt0401792
20164,Singapore Sling, Greece ,1990.0,1,tt0100623
20171,A Single Man, US ,2009.0,1,tt1315981
20172,A Siren in the Dark, US ,2009.0,1,tt1361332
20173,Sissy Frenchfry, US ,2005.0,1,tt0477088
20175,Sister Mary, US ,2011.0,1,tt1247693
20178,Sisters on the Road, Korea ,2009.0,1,tt1542903
20179,Sitcom, France ,1998.0,1,tt0157044
20193,Six Dance Lessons in Six Weeks, Hungary/US ,2014.0,1,tt1670994
20194,Six Degrees of Separation, US ,1993.0,1,tt0108149
20204,Size 'Em Up, US ,2001.0,1,tt0293930
20205,The Ski Trip, US ,2004.0,1,tt0426573
20216,Skin Deep, Canada ,1995.0,1,tt0111211
20229,Skin Deep, Canada ,1995.0,1,tt0525655
20380,The Skinny, US ,2012.0,1,tt2107835
20381,The Skinny, US ,2012.0,1,tt2363824
20386,Skull & Bones, US ,2007.0,1,tt1388365
20390,Slaves to the Underground, US ,1997.0,1,tt0117664
20391,Sleep with Me, US ,1994.0,1,tt0111218
20400,Sleep with Me, UK ,2009.0,1,tt1231280
20407,Sleepaway Camp, US ,1983.0,1,tt0086320
20419,Sleeping Beauties, US ,1999.0,1,tt0187514
20427,Slutty Summer, US ,2004.0,1,tt0411883
20429,Small Town Gay Bar, US ,2006.0,1,tt0492487
20430,Snails in the Rain, Israel ,2013.0,1,tt2924590
20439,Soapdish, US ,1991.0,1,tt0102951
20442,Socket, US ,2007.0,1,tt0822856
20449,Soft Lad, UK ,2015.0,1,tt3624628
20451,Soldier's Girl, US ,2003.0,1,tt0324013
20534,Solo, Argentina ,2013.0,1,tt1935234
20546,Solo, Argentina ,2013.0,1,tt2374196
20559,Solo, Argentina ,2013.0,1,tt2806516
20568,Solo, Argentina ,2013.0,1,tt3026824
20570,Solo, Argentina ,2013.0,1,tt3041252
20573,Solo, Argentina ,2013.0,1,tt3194844
20588,Solo, Argentina ,2013.0,1,tt4776102
20629,Solos, Singapore ,2007.0,1,tt0995751
20645,Some Boys Do, Canada ,2010.0,1,tt1608598
20646,Some of My Best Friends Are..., US ,1971.0,1,tt0067771
20649,Somefarwhere, US ,2011.0,1,tt2082429
20650,Something for Everyone, UK ,1970.0,1,tt0066392
20662,Something Like Summer, US ,2017.0,1,tt2196053
20663,Something Must Break, Sweden ,2014.0,1,tt3452948
20664,Songcatcher, US ,2000.0,1,tt0210299
20665,Soongava: Dance of the Orchids, Nepal ,2012.0,1,tt2408026
20666,Sordid Lives, US ,2000.0,1,tt0204640
20667,Sorority Boys, US ,2002.0,1,tt0279781
20668,Soundless Wind Chime, Hong Kong/Switzerland ,2009.0,1,tt1360832
20669,Southern Baptist Sissies, US ,2013.0,1,tt2729818
20671,Sparkler, US ,1997.0,1,tt0124137
20674,Spartacus, US ,1960.0,1,tt0054331
20695,Special Couple, UK/China ,2019.0,1,tt10428328
20729,Speechless, Hong Kong/China ,2012.0,1,tt2190232
20735,Speechless, Hong Kong/China ,2012.0,1,tt2442766
20750,Speechless, Hong Kong/China ,2012.0,1,tt3821670
20778,Speedway Junky, US ,1999.0,1,tt0155197
20779,Spetters, Netherlands ,1980.0,1,tt0081547
20780,Spidarlings, UK ,2016.0,1,tt2262129
20786,Spike, US ,2008.0,1,tt0970453
20794,Spike, US ,2008.0,1,tt2279287
20804,Spin the Bottle, US ,1999.0,1,tt0245470
20836,Spinnin', Spain ,2007.0,1,tt1132271
20840,Splendor, US/UK ,1999.0,1,tt0127296
20852,Spoilers, UK/Australia ,2016.0,1,tt5601558
20857,Spooners, US ,2013.0,1,tt2447552
20889,Spring, UK ,2011.0,1,tt11710916
20931,Spring, UK ,2011.0,1,tt1808493
20938,Spring, UK ,2011.0,1,tt2095243
20947,Spring, UK ,2011.0,1,tt2298471
20949,Spring, UK ,2011.0,1,tt2320845
20971,Spring, UK ,2011.0,1,tt3406064
21007,Spring, UK ,2011.0,1,tt7842582
21013,Spring, UK ,2011.0,1,tt8528614
21045,Spring Fever, China/Hong Kong/France ,2009.0,1,tt1422119
21068,A Stable for Disabled Horses, UK ,2012.0,1,tt2256601
21069,Stage Beauty, UK/Germany/US ,2004.0,1,tt0368658
21070,Stage Mother, US ,1933.0,1,tt0024609
21075,Staircase, UK ,1969.0,1,tt0065031
21083,Standing Still, US ,2005.0,1,tt0360016
21094,Star Appeal, China ,2004.0,1,tt1831832
21097,Starcrossed, US ,2005.0,1,tt0420931
21106,Stardom, Canada/France ,2000.0,1,tt0192949
21119,Starrbooty, US ,2007.0,1,tt0837806
21196,Starting Over, Japan ,2014.0,1,tt3490678
21197,Starting Over, Japan ,2014.0,1,tt3714990
21198,Starting Over, Japan ,2014.0,1,tt3725262
21200,Starting Over, Japan ,2014.0,1,tt3900152
21202,Starting Over, Japan ,2014.0,1,tt4132736
21224,Star Wars: The Rise of Skywalker, US ,2019.0,1,tt11398774
21225,Star Wars: The Rise of Skywalker, US ,2019.0,1,tt11462134
21226,Star Wars: The Rise of Skywalker, US ,2019.0,1,tt11465222
21227,Star Wars: The Rise of Skywalker, US ,2019.0,1,tt11473230
21228,Star Wars: The Rise of Skywalker, US ,2019.0,1,tt11479384
21229,Star Wars: The Rise of Skywalker, US ,2019.0,1,tt11486482
21231,Star Wars: The Rise of Skywalker, US ,2019.0,1,tt11568046
21234,Star Wars: The Rise of Skywalker, US ,2019.0,1,tt13630736
21235,Star Wars: The Rise of Skywalker, US ,2019.0,1,tt14192928
21237,Star Wars: The Rise of Skywalker, US ,2019.0,1,tt22935568
21245,Steam, US ,2009.0,1,tt1403246
21255,Steam, US ,2009.0,1,tt5666384
21260,Stille landskap, Norway ,2003.0,1,tt0418199
21262,Stoma, Hong Kong ,2020.0,1,tt4527218
21263,Stonewall, UK ,1995.0,1,tt0114550
21276,Stonewall, US ,2015.0,1,tt3018070
21280,Stonewall, US ,2015.0,1,tt7047030
21281,Stonewall Uprising, US ,2010.0,1,tt1562450
21283,Story of a Bad Boy, US ,1999.0,1,tt0138834
21284,The Story of the Stone, Taiwan ,2018.0,1,tt7866702
21286,Straight, Germany ,2007.0,1,tt1210107
21297,Straight A, US ,2016.0,1,tt5705124
21298,Straight-Jacket, US ,2004.0,1,tt0367097
21299,Straight Men & the Men Who Love Them, Brazil ,2005.0,1,tt0473269
21300,Straight Story, Greece ,2006.0,1,tt0976216
21305,Strange Bedfellows, Australia ,2004.0,1,tt0360032
21314,Strange Bedfellows, Australia ,2004.0,1,tt0569886
21336,Strange Bedfellows, Australia ,2004.0,1,tt0747904
21401,Strange Fruit, US ,2004.0,1,tt0425483
21423,The Strange One, US ,1957.0,1,tt0051019
21426,The Strange Ones, US/France ,2011.0,1,tt1762363
21429,The Stranger in Us, US ,2010.0,1,tt1363091
21430,Stranger Inside, US ,2001.0,1,tt0258223
21432,Strangers on a Train, US ,1951.0,1,tt0044079
21445,Strangers with Candy, US ,2005.0,1,tt0369994
21455,Strapped, US ,2010.0,1,tt1712573
21464,Streamers, US ,1983.0,1,tt0086377
21477,Struck by Lightning, US ,2012.0,1,tt1791614
21483,Stud Life, UK ,2012.0,1,tt1758770
21485,Styx, Germany ,2004.0,1,tt0401805
21502,Such Good People, US ,2014.0,1,tt2486880
21505,Sugar, Canada ,2004.0,1,tt0374252
21506,Sugar, Canada ,2004.0,1,tt0426590
21634,Suicide Room, Poland ,2011.0,1,tt1808454
21636,Sukitomo, Japan ,2006.0,1,tt1230173
21637,The Sum of Us, Australia ,1994.0,1,tt0111309
21649,Summer, UK ,2006.0,1,tt0800225
21722,Summer, UK ,2006.0,1,tt2311608
21794,Summer in My Veins, US ,1999.0,1,tt0401807
21795,Summer of Mesa, US ,2020.0,1,tt9716208
21804,Summerland, UK ,2020.0,1,tt6841122
21806,Summerland, UK ,2020.0,1,tt8510070
21807,Summer Vacation 1999, Japan ,1988.0,1,tt0094595
21808,Sun Kissed, US ,2006.0,1,tt0807767
21814,Sunday Bloody Sunday, UK ,1971.0,1,tt0067805
21819,Sunday Morning, UK ,2001.0,1,tt0320544
21856,Sunny Skies, US ,1930.0,1,tt0021436
21874,Supernatural, Thailand ,2014.0,1,tt12505144
21879,Supernatural, Thailand ,2014.0,1,tt3508984
21880,Supernatural, Thailand ,2014.0,1,tt4046922
21882,Supernatural, Thailand ,2014.0,1,tt5342406
21901,Supernova, UK ,2020.0,1,tt10717712
21902,Supernova, UK ,2020.0,1,tt11169050
21903,Supernova, UK ,2020.0,1,tt11554838
21948,Supertwink, US ,2006.0,1,tt0495046
22017,Surprise, US ,2015.0,1,tt13743408
22028,Surprise, US ,2015.0,1,tt15191908
22093,Surprise, US ,2015.0,1,tt3147230
22109,Surprise, US ,2015.0,1,tt4559118
22111,Surprise, US ,2015.0,1,tt4859060
22112,Surprise, US ,2015.0,1,tt4878688
22115,Surprise, US ,2015.0,1,tt5031582
22117,Surprise, US ,2015.0,1,tt5237894
22118,Surprise, US ,2015.0,1,tt5266678
22132,Surprise, US ,2015.0,1,tt5961542
22167,Surprise, US ,2015.0,1,tt9199300
22211,Sweat, UK ,2008.0,1,tt1204153
22217,Sweat, UK ,2008.0,1,tt15408210
22243,Swiss Army Man, US ,2016.0,1,tt4034354
22244,Swiss Army Man, US ,2016.0,1,tt5866440
22246,Swiss Army Man, US ,2016.0,1,tt7241504
22250,Switch, US ,1991.0,1,tt0103016
22257,Switch, US ,1991.0,1,tt0618949
22371,Swoon, US ,1992.0,1,tt0105508
22378,Sylvia Scarlett, US ,1935.0,1,tt0027067
22383,Taboo, Japan ,1999.0,1,tt0213682
22427,Take a Deep Breath, Serbia ,2004.0,1,tt0368689
22437,Taking Woodstock, US ,2009.0,1,tt1127896
22438,Talladega Nights: The Ballad of Ricky Bobby, US ,2006.0,1,tt0415306
22439,Talladega Nights: The Ballad of Ricky Bobby, US ,2006.0,1,tt0839709
22440,Talladega Nights: The Ballad of Ricky Bobby, US ,2006.0,1,tt0847518
22442,The Talented Mr. Ripley, US ,1999.0,1,tt0134119
22451,Tamanna, India ,1997.0,1,tt3323622
22457,Tammy, US ,2014.0,1,tt12973852
22463,Tammy, US ,2014.0,1,tt2103254
22468,Tammy, US ,2014.0,1,tt3844248
22469,Tammy, US ,2014.0,1,tt3846232
22470,Tammy, US ,2014.0,1,tt4151876
22472,Tammy, US ,2014.0,1,tt7045870
22473,Tammy, US ,2014.0,1,tt7223534
22480,Tarnation, US ,2003.0,1,tt0390538
22482,A Taste of Honey, UK ,1961.0,1,tt0055506
22497,Tchindas, Cape Verde/Spain ,2015.0,1,tt4461014
22499,Tea and Sympathy, US ,1956.0,1,tt0049829
22524,Teddy, New Zealand ,2009.0,1,tt1401198
22528,Teddy, New Zealand ,2009.0,1,tt1527759
22571,Teens Like Phil, US ,2012.0,1,tt2066980
22572,Telstar: The Joe Meek Story, UK ,2008.0,1,tt1068669
22573,Tempting Heart, Hong Kong ,1999.0,1,tt0215240
22574,Tender Fictions, US ,1996.0,1,tt0114646
22578,Testosterone, US ,2003.0,1,tt0378867
22586,Thank You Mask Man, US ,1971.0,1,tt0121802
22587,That Boy, US ,1974.0,1,tt0259636
22589,That Certain Summer, US ,1972.0,1,tt0069368
22590,That Man: Peter Berlin, US ,2005.0,1,tt0450334
22591,That's What I Am, US ,2011.0,1,tt1606180
22615,Thelma, Norway ,2017.0,1,tt19892682
22619,Thelma, Norway ,2017.0,1,tt6304046
22623,These Three, US ,1936.0,1,tt0028356
22625,The Children's Hour, US ,1961.0,1,tt0054743
22636,Thin Ice, UK ,1994.0,1,tt0111413
22705,The Thin Pink Line, US ,1998.0,1,tt0171825
22706,Things You Can Tell Just by Looking at Her, US ,2000.0,1,tt0210358
22707,Third Man Out, Canada/US ,2005.0,1,tt0446051
22709,Thirteen, US ,2003.0,1,tt0328538
22764,Thirteen or So Minutes, US ,2008.0,1,tt1251371
22765,Thirty Years of Adonis, Hong Kong/Taiwan ,2017.0,1,tt7397146
22766,This Guy's in Love with U Mare!, Philippines ,2012.0,1,tt2428544
22771,Those People, US ,2015.0,1,tt3899516
22774,Three Bewildered People in the Night, US ,1987.0,1,tt0094134
22775,Three of Hearts, US ,1993.0,1,tt0108334
22778,Three of Hearts: A Postmodern Family, US ,2004.0,1,tt0424496
22779,Three to Tango, US ,1999.0,1,tt0144640
22789,Threesome, US ,1994.0,1,tt0111418
22835,Ticked-Off Trannies with Knives, US ,2010.0,1,tt1587431
22837,Tides of War, US ,2005.0,1,tt0430677
22841,Tiger Orange, US ,2014.0,1,tt2866824
22842,The Times of Harvey Milk, US ,1984.0,1,tt0088275
22844,Times Square, US ,1980.0,1,tt0081635
22861,Tin Holiday, US/UK ,2018.0,1,tt2979338
22862,Tipping the Velvet, UK ,2002.0,1,tt0324264
22864,Tiresia, France ,2003.0,1,tt0362246
22865,To a Tee, US ,2006.0,1,tt0907870
22867,To Be or Not to Be, US ,1983.0,1,tt0086450
22894,To Be or Not to Be, US ,1983.0,1,tt3444288
22936,To Each Her Own, Canada ,2008.0,1,tt1482254
23031,Together, UK ,2013.0,1,tt2198824
23043,Together, UK ,2013.0,1,tt2619896
23056,Together, UK ,2013.0,1,tt2973208
23057,Together, UK ,2013.0,1,tt3136296
23058,Together, UK ,2013.0,1,tt3242490
23060,Together, UK ,2013.0,1,tt3391026
23065,Together, UK ,2013.0,1,tt3713526
23078,Together, UK ,2013.0,1,tt5779386
23110,Together Alone, US ,1991.0,1,tt0105611
23135,Tokyo Godfathers, Japan ,2003.0,1,tt0388473
23143,Tom of Finland, Finland/Sweden/Denmark/Germany/US ,2017.0,1,tt5226984
23164,Tomboy, France ,2011.0,1,tt1847731
23175,TommyTeen18, Netherlands ,2017.0,1,tt6607516
23178,Tonight It's Me, US ,2014.0,1,tt3606394
23180,Tootsie, US ,1982.0,1,tt0084805
23194,Topless, Japan ,2008.0,1,tt1245546
23201,Torch Song Trilogy, US ,1988.0,1,tt0096289
23202,The Torture Club, Japan ,2014.0,1,tt3617996
23203,Total Eclipse, Belgium/France/UK/Italy ,1995.0,1,tt0114702
23205,Total Eclipse, Belgium/France/UK/Italy ,1995.0,1,tt0286234
23226,Totally Confused, US ,1998.0,1,tt0209428
23229,Touch of Pink, Canada/UK ,2004.0,1,tt0374277
23230,Tout le monde est parfait, France ,1994.0,1,tt0442524
23243,Traces, US ,2008.0,1,tt1189911
23255,Traces, US ,2008.0,1,tt15554730
23288,Training Rules, US ,2009.0,1,tt1481562
23289,Transamerica, US ,2005.0,1,tt0407265
23290,TransGeneration, US ,2005.0,1,tt0461110
23292,Trantasia, US ,2007.0,1,tt2879830
23293,Trash, US ,1970.0,1,tt0066482
23361,Treading Water, US ,2001.0,1,tt0287045
23389,Trembling Before G-d, US ,2001.0,1,tt0278102
23390,Trevor, US ,1994.0,1,tt0111486
23410,The Trials of Oscar Wilde, UK ,1960.0,1,tt0054403
23411,Trick, US ,1999.0,1,tt0162710
23446,Trinidad, US ,2008.0,1,tt0780481
23460,The Trip, US ,2002.0,1,tt0250067
23462,The Trip, US ,2002.0,1,tt0365892
23473,The Trip, US ,2002.0,1,tt10358306
23572,Triple Crossed, US ,2013.0,1,tt3083006
23574,Tropical Malady, Thailand ,2004.0,1,tt0381668
23575,Trouser Bar, UK ,2016.0,1,tt4231686
23576,Tru Loved, US ,2008.0,1,tt1056441
23589,True Love, US ,2004.0,1,tt0436852
23596,True Love, US ,2004.0,1,tt0684139
23654,True Love, US ,2004.0,1,tt2908266
23761,Truth, US ,2013.0,1,tt2459920
23772,Truth, US ,2013.0,1,tt2886416
23773,Truth, US ,2013.0,1,tt2933560
23778,Truth, US ,2013.0,1,tt3221692
23779,Truth, US ,2013.0,1,tt3415842
23832,The Truth About Alex, US/Canada ,1986.0,1,tt0156143
23836,Tucked, UK ,2018.0,1,tt6773126
23839,Tumbledown, US ,2013.0,1,tt2732210
23841,Tutok, Philippines ,2009.0,1,tt1441471
23842,Tutok, Philippines ,2009.0,1,tt1736314
23844,Twilight Dancers, Philippines ,2006.0,1,tt0843383
23847,Twilight's Kiss, Hong Kong ,2019.0,1,tt10975520
23850,Twist, Canada ,2003.0,1,tt0339827
23887,Twisted, US ,1996.0,1,tt0117994
23898,Twisted, US ,1996.0,1,tt0642424
23988,Two Mothers for Zachary, US ,1996.0,1,tt0116340
23989,Two Nights, Australia ,2006.0,1,tt0820493
23992,Two of Us, UK ,1987.0,1,tt0094200
24012,Typhoon Club, Japan ,1985.0,1,tt0088222
24015,Unconditional Love, US ,2002.0,1,tt0219374
24041,Uncut, Canada ,1997.0,1,tt0120409
24073,Under One Roof, US ,2002.0,1,tt0313142
24074,Under One Roof, US ,2002.0,1,tt0337738
24093,Under the Tuscan Sun, US/Italy ,2003.0,1,tt0328589
24096,Undressing Israel: Gay Men in the Promised Land, Israel ,2012.0,1,tt2570490
24097,Une voix d'homme, France ,2002.0,1,tt0368390
24100,The Uninvited, US ,1944.0,1,tt0037415
24145,A Union in Wait, US ,2001.0,1,tt0293675
24146,The Users, US ,1978.0,1,tt0078449
24148,Unsolved Suburbia, US ,2010.0,1,tt1722492
24149,Urbania, US ,2000.0,1,tt0182508
24153,Utopians, Hong Kong ,2015.0,1,tt5227660
24155,V for Vendetta, US ,2005.0,1,tt0434409
24166,Vacationland, US ,2006.0,1,tt0480048
24204,Valentine's Day, US ,2010.0,1,tt0817230
24261,Valentine's Day, US ,2010.0,1,tt1581770
24262,Valentine's Day, US ,2010.0,1,tt1620393
24264,Valentine's Day, US ,2010.0,1,tt1643991
24265,Valentine's Day, US ,2010.0,1,tt1672969
24268,Valentine's Day, US ,2010.0,1,tt1717479
24273,Valentine's Day, US ,2010.0,1,tt1783624
24279,Valentine's Day, US ,2010.0,1,tt1893396
24281,Valentine's Day, US ,2010.0,1,tt1974063
24291,Valentine's Day, US ,2010.0,1,tt2151247
24324,Valentine's Day, US ,2010.0,1,tt3022060
24328,Valentine's Day, US ,2010.0,1,tt3108470
24329,Valentine's Day, US ,2010.0,1,tt3139502
24392,Valentine's Day, US ,2010.0,1,tt7159766
24413,Valentine's Day, US ,2010.0,1,tt9898376
24414,Valerie and Her Week of Wonders, Czech Republic ,1970.0,1,tt0066516
24416,Valley of the Dolls, US ,1967.0,1,tt0062430
24424,Vampire Boys, US ,2011.0,1,tt1781947
24426,The Vampire Lovers, UK ,1970.0,1,tt0066518
24430,Vampyres, UK ,1974.0,1,tt0072354
24434,Vampyros Lesbos, Germany/Spain ,1971.0,1,tt0066380
24436,Vandread, Japan ,2000.0,1,tt0309226
24437,Vapors, US ,1965.0,1,tt0260492
24447,Velociraptor, Mexico ,2014.0,1,tt3708528
24448,Vegas in Space, US ,1991.0,1,tt0103192
24451,The Velocity of Gary, US ,1998.0,1,tt0120878
24452,Velvet Goldmine, US ,1998.0,1,tt0120879
24454,A Very Serious Person, US ,2006.0,1,tt0491223
24455,A Very Sordid Wedding, US ,2017.0,1,tt5634960
24456,VGL-Hung!, UK ,2007.0,1,tt0983244
24457,Vicky Cristina Barcelona, US/Spain ,2008.0,1,tt0497465
24459,Victim, UK ,1961.0,1,tt0055597
24540,Vidalita, Argentina ,1949.0,1,tt0042024
24541,Vinyl, US ,1965.0,1,tt0059880
24567,The Violation, US ,2013.0,1,tt1858573
24568,The Violation, US ,2013.0,1,tt3147954
24569,Violet Tendencies, US ,2010.0,1,tt1407055
24571,Visions of Sugarplums, US ,2001.0,1,tt0301254
24573,Vito, US ,2011.0,1,tt1444284
24576,Vive L'Amour, Taiwan ,1994.0,1,tt0109066
24590,Voyage, Hong Kong ,2013.0,1,tt2329582
24603,W, Luxembourg/France ,2003.0,1,tt0326375
24626,Waiting for the Moon, UK/France/US/West Germany ,1987.0,1,tt0094286
24628,Waiting for the Moon, UK/France/US/West Germany ,1987.0,1,tt18258350
24630,Walk a Mile in My Pradas, US ,2011.0,1,tt1645187
24631,Walk on Water, Israel/Sweden ,2004.0,1,tt0352994
24642,The Walker, US/UK ,2007.0,1,tt0783608
24660,Want It, UK ,2015.0,1,tt4040964
24661,The War Boys, US ,2009.0,1,tt1070887
24662,The War Widow, US ,1976.0,1,tt0185002
24664,Warlock, US ,1989.0,1,tt0098622
24675,Wasabi Tuna, US ,2003.0,1,tt0348354
24681,Watch Out, US ,2008.0,1,tt1189914
24698,Water Boyy, Thailand ,2015.0,1,tt4964550
24699,Waterboys, Japan ,2001.0,1,tt0299213
24703,Watercolors, US ,2008.0,1,tt0826756
24707,The Watermelon Woman, US ,1996.0,1,tt0118125
24708,Way Out West, US ,1930.0,1,tt0021533
24722,We All Die Alone, US ,2021.0,1,tt14783954
24726,We Are Animals, US ,2013.0,1,tt2741220
24728,We Are Dancers, UK ,2019.0,1,tt10889638
24729,We Could Be Parents, Sweden ,2016.0,1,tt5479546
24732,We Do, US ,2015.0,1,tt4611918
24734,We Once Were Tide, UK ,2011.0,1,tt1830903
24735,We Think the World of You, UK ,1988.0,1,tt0096427
24739,We Were Here, US ,2011.0,1,tt1787837
24740,We Were Here, US ,2011.0,1,tt2023817
24749,The Wedding Banquet, Taiwan/US ,1993.0,1,tt0107156
24750,Wedding Crashers, US ,2005.0,1,tt0396269
24751,Wedding Crashers, US ,2005.0,1,tt0475372
24752,Wedding Crashers, US ,2005.0,1,tt0594959
24768,A Wedding Most Strange, UK ,2011.0,1,tt1915533
24769,Wedding Wars, US ,2006.0,1,tt0823158
24818,Weekend, UK ,2011.0,1,tt1714210
24820,Weekend, UK ,2011.0,1,tt1791679
24821,Weekend, UK ,2011.0,1,tt1910670
24826,Weekend, UK ,2011.0,1,tt2108727
24828,Weekend, UK ,2011.0,1,tt2349867
24876,The Weight, South Korea ,2012.0,1,tt2379212
24877,The Weight, South Korea ,2012.0,1,tt2384688
24902,Welcome to New York, US ,2012.0,1,tt2189912
24911,Were the World Mine, US ,2008.0,1,tt0476991
24912,West Hollywood Motel, US ,2013.0,1,tt2572174
24916,West of Eden, New Zealand ,2017.0,1,tt3859872
24917,Westler, West Germany ,1985.0,1,tt0090309
24918,What Grown-Ups Know, Australia ,2004.0,1,tt0410886
24922,What Happens Next, US ,2011.0,1,tt1635659
24924,What Happens Next, US ,2011.0,1,tt2122527
24929,What Makes a Family, US ,2001.0,1,tt0251474
24931,What You Looking At?, UK ,2011.0,1,tt2040594
24932,What's Cooking?, US ,2000.0,1,tt0197096
24962,When a Man Loves a Woman, UK ,2016.0,1,tt4796558
24963,When Beckham Met Owen, Hong Kong ,2004.0,1,tt0461938
24964,When Boys Fly, US ,2002.0,1,tt0318828
24968,When Darkness Falls, Australia ,2006.0,1,tt0782700
24969,When Darkness Falls, Australia ,2006.0,1,tt0836716
24974,When Darkness Falls, Australia ,2006.0,1,tt2288157
24978,When Darkness Falls, Australia ,2006.0,1,tt5702966
24984,When I'm 64, UK ,2004.0,1,tt6065624
24985,When Night Is Falling, Canada ,1995.0,1,tt0114916
24987,When Steptoe Met Son, UK ,2002.0,1,tt0335553
24990,Where the Truth Lies, Canada/UK ,2005.0,1,tt0373450
25009,Whirlwind, US ,2007.0,1,tt1135535
25014,Whirlwind, US ,2007.0,1,tt1410337
25026,White Bird in a Blizzard, France/US ,2014.0,1,tt2238050
25027,White Chicks, US ,2004.0,1,tt0381707
25032,White Frog, US ,2012.0,1,tt1967697
25037,White Lie, Canada ,2019.0,1,tt11241328
25038,White Lie, Canada ,2019.0,1,tt11539988
25052,White Lie, Canada ,2019.0,1,tt8081206
