,title,country,year_x,lgtb,tconst
8222,Finding Me: Truth, US ,2011.0,1,tt1924266
8223,Finding Mr. Wright, US ,2011.0,1,tt1619281
8224,Finding North, US ,1998.0,1,tt0124555
8226,Finding Phong, Vietnam ,2015.0,1,tt4295070
8227,Fingersmith, UK ,2005.0,1,tt0423651
8232,Fire, India/Canada ,1996.0,1,tt0116308
8282,Fire, India/Canada ,1996.0,1,tt13212052
8316,Fire, India/Canada ,1996.0,1,tt1704838
8407,Fire Island, US ,2022.0,1,tt15218000
8408,Fire Island, US ,2022.0,1,tt22480332
8409,Fire Island, US ,2022.0,1,tt23395358
8422,Firebird, UK/Estonia ,2021.0,1,tt16159378
8430,Firebird, UK/Estonia ,2021.0,1,tt4061620
8439,Fireworks, US ,1947.0,1,tt0039383
8563,First Girl I Loved, US ,2016.0,1,tt4262174
8613,First Love, Japan ,2007.0,1,tt1173716
8617,First Love, Japan ,2007.0,1,tt1216105
8711,Fish and Elephant, China ,2001.0,1,tt0317763
8712,Fish Can't Fly, US ,2005.0,1,tt0485904
8714,Five Dances, US ,2013.0,1,tt2186781
8715,Five Senses of Eros, Korea ,2009.0,1,tt1587422
8716,Fixing Frank, US ,2002.0,1,tt0292513
8717,Flaming Creatures, US ,1963.0,1,tt0054880
8718,Flaming Ears, Austria ,1992.0,1,tt0104278
8719,Flawless, US ,1999.0,1,tt0155711
8750,Flawless, Israel ,2018.0,1,tt10491338
8774,Flawless, Israel ,2018.0,1,tt7945250
8776,Flawless, Israel ,2018.0,1,tt8653840
8777,Fleeing by Night, Taiwan/China ,2000.0,1,tt0259744
8779,Flesh, US ,1968.0,1,tt0062979
8824,Flight of the Cardinal, US ,2010.0,1,tt1625328
8826,Flirt, US/Germany/Japan ,1995.0,1,tt0113080
8854,Flirting with Anthony, US ,2005.0,1,tt0443510
8855,Floating, US ,1997.0,1,tt0139216
8860,Floating, US ,1997.0,1,tt11257406
8885,A Florida Enchantment, US ,1914.0,1,tt0003973
8886,Flow, Canada/US ,1996.0,1,tt0210685
8964,The Fluffer, US ,2001.0,1,tt0245115
8970,Fluidø, Germany ,2017.0,1,tt5447962
8971,Flying with One Wing, Sri Lanka ,2002.0,1,tt0338484
8996,Followers, UK/Australia ,2015.0,1,tt4214874
8997,Followers, UK/Australia ,2015.0,1,tt4633996
9001,Followers, UK/Australia ,2015.0,1,tt6653014
9010,Food of Love, Germany/Spain ,2002.0,1,tt0309600
9020,For Dorian, Canada ,2012.0,1,tt2193764
9128,Forbidden Love: The Unashamed Stories of Lesbian Lives, Canada ,1992.0,1,tt0106944
9129,Foreign Lovers, US ,2017.0,1,tt6658038
9131,Forgive and Forget, UK ,2000.0,1,tt0229397
9165,Formula 17, Taiwan ,2004.0,1,tt0420627
9166,Fortune and Men's Eyes, Canada/US ,1971.0,1,tt0067112
9168,Fotostar, Switzerland ,2003.0,1,tt0345257
9169,A Four Letter Word, US ,2007.0,1,tt0835034
9170,Four More Years, Sweden ,2010.0,1,tt1598496
9177,Four Quartets, UK ,2018.0,1,tt8215338
9178,Four Weddings and a Funeral, UK ,1994.0,1,tt0109831
9181,The Four-Faced Liar, US ,2010.0,1,tt1174693
9183,The Fox, US ,1967.0,1,tt0062990
9214,Foxcatcher, US ,2014.0,1,tt1100089
9216,Foxcatcher, US ,2014.0,1,tt7229650
9217,Framed Youth: The Revenge of the Teenage Perverts, UK ,1983.0,1,tt0136960
9219,Franswa Sharl, Australia ,2009.0,1,tt1520884
9220,Freebie and the Bean, US ,1974.0,1,tt0071521
9222,Freeheld, US ,2007.0,1,tt0914369
9230,Frida, Canada/Mexico/US ,2002.0,1,tt0120679
9253,Fried Green Tomatoes, US ,1991.0,1,tt0101921
9256,A Friend of Dorothy, US ,1994.0,1,tt0109846
9257,Friend of the World, US ,2020.0,1,tt6074542
9262,Frisk, US ,1995.0,1,tt0113122
9264,From Zero to I Love You, US ,2019.0,1,tt3110634
9265,A Frozen Flower, South Korea ,2008.0,1,tt1155053
9267,Fruit Fly, US ,2009.0,1,tt1326221
9269,Full Blast, Canada ,1999.0,1,tt0119163
9270,Full Blast, Canada ,1999.0,1,tt0223323
9272,The Full Monty, UK ,1997.0,1,tt0119164
9279,Funeral Parade of Roses, Japan ,1969.0,1,tt0064068
9282,Funkytown, Canada ,2011.0,1,tt0981286
9287,Funny Story, US ,2018.0,1,tt7422552
9288,Further Off the Straight and Narrow, US ,2006.0,1,tt1541765
9289,G O'Clock, UK ,2016.0,1,tt5230498
9292,The Garden, UK ,1990.0,1,tt0099634
9297,The Garden, UK ,1990.0,1,tt0284142
9315,The Garden, UK ,1990.0,1,tt1218483
9391,Gates to Paradise, UK/Yugoslavia ,1968.0,1,tt0062461
9392,Gaudi Afternoon, Spain ,2001.0,1,tt0235412
9393,G.B.F., US ,2013.0,1,tt2429074
9394,Gay Days, Israel ,2009.0,1,tt1451794
9395,The Gay Deceivers, US ,1969.0,1,tt0064363
9401,The Gay Marriage Thing, US ,2005.0,1,tt0814117
9402,Gay Sex in the 70s, US ,2005.0,1,tt0455953
9405,Gay Zombie, US ,2007.0,1,tt1054488
9407,Gayby, US ,2012.0,1,tt2106739
9410,Gayby Baby, Australia ,2015.0,1,tt3898028
9411,Gaydar, US ,2002.0,1,tt0340124
9422,Gayniggers from Outer Space, Denmark ,1992.0,1,tt0274518
9427,Gaze, US ,2010.0,1,tt1560953
9440,The Gemini, Myanmar ,2016.0,1,tt6045540
9441,Geography Club, US ,2013.0,1,tt2235902
9442,Georgie Girl, New Zealand ,2001.0,1,tt0372297
9444,Gerontophilia, Canada ,2013.0,1,tt1815717
9454,Get a Life, US ,2006.0,1,tt0896814
9465,Get a Life, US ,2006.0,1,tt4999816
9469,Get Real, UK ,1998.0,1,tt0162973
9470,Get Real, UK ,1998.0,1,tt0166433
9486,Get Your Stuff, US ,2000.0,1,tt0218298
9488,Ghost Station, Thailand ,2007.0,1,tt0996940
9491,Gia, US ,1998.0,1,tt0123865
9497,Giant Little Ones, Canada ,2018.0,1,tt4481066
9503,Gigolo, Germany/Switzerland ,2005.0,1,tt0453673
9523,The Girl, US/France ,2000.0,1,tt0249538
9524,The Girl, US/France ,2000.0,1,tt0289175
9597,Girl King, Canada ,2002.0,1,tt0327770
9598,A Girl Like Me: The Gwen Araujo Story, US ,2006.0,1,tt0787484
9599,Girl Play, US ,2004.0,1,tt0416773
9605,Girlfriend, India ,2004.0,1,tt0414714
9634,Girlfriend, India ,2004.0,1,tt30394101
9651,Girls Will Be Girls, US ,2003.0,1,tt0339071
9664,Girltrash: All Night Long, US ,2014.0,1,tt1555440
9665,Glen or Glenda, US ,1953.0,1,tt0045826
9672,Glue, Argentina/UK ,2006.0,1,tt0484039
9704,Go, US ,1999.0,1,tt0139239
9746,Go Fish, US ,1994.0,1,tt0109913
9790,Go Go Crazy, US ,2011.0,1,tt1769294
9792,Go Go Reject, US ,2010.0,1,tt1610478
9796,Go West, Bosnia-Herzegovina ,2005.0,1,tt0426470
9814,Gods and Monsters, US ,1998.0,1,tt0120684
9835,God's Own Country, UK ,2017.0,1,tt5635086
9836,Going Down in LA-LA Land, US ,2011.0,1,tt1599296
9845,Gold, Canada ,2005.0,1,tt0462891
9969,Golden, Germany ,2015.0,1,tt4396602
9975,Golden Eagle, Thailand ,1970.0,1,tt10499040
9980,The Golden Pin, Canada ,2009.0,1,tt1440319
9982,The Goldfinch, US ,2019.0,1,tt3864056
9985,Goldfish Memory, Ireland ,2003.0,1,tt0366527
10043,Good Morning, Canada ,2014.0,1,tt15313164
10072,Good Morning, Canada ,2014.0,1,tt3382170
10074,Good Morning, Canada ,2014.0,1,tt3483964
10075,Good Morning, Canada ,2014.0,1,tt3522362
10077,Good Morning, Canada ,2014.0,1,tt3646186
10078,Good Morning, Canada ,2014.0,1,tt3656000
10080,Good Morning, Canada ,2014.0,1,tt3897898
10082,Good Morning, Canada ,2014.0,1,tt4856712
10102,Good Morning, Canada ,2014.0,1,tt7679332
10109,Gosford Park, UK/US/Germany/Italy ,2001.0,1,tt0280707
10112,Gossip, Sweden ,2000.0,1,tt0176783
10113,Gossip, Sweden ,2000.0,1,tt0238251
10117,Gossip, Sweden ,2000.0,1,tt0503619
10163,Gotta Get Down to It, US ,2019.0,1,tt9470144
10164,The Graffiti Artist, US ,2004.0,1,tt0402223
10165,Gray Matters, US ,2006.0,1,tt0375785
10168,Gray Matters, US ,2006.0,1,tt1285256
10175,Greek Pete, UK ,2009.0,1,tt1384774
10182,The Green, US ,2011.0,1,tt1720263
10187,Grief, US ,1993.0,1,tt0107045
10285,Groucho, Spain ,2007.0,1,tt0830815
10304,Group Therapy, US ,2004.0,1,tt1597529
10324,The Guest House, US ,2012.0,1,tt1859603
10346,Guidance, Canada ,2014.0,1,tt3369248
10355,Gun Hill Road, US ,2011.0,1,tt1525838
10356,The Gymnast, US ,2006.0,1,tt0473074
10361,The Gymnast, US ,2006.0,1,tt1928288
10364,Gypo, UK ,2005.0,1,tt0443526
10365,Gypsy 83, US ,2001.0,1,tt0251110
10366,Gypsy Boys, US ,1999.0,1,tt0230265
10367,Hair, US/Germany ,1979.0,1,tt0079261
10472,Half a Life, Egypt/Indonesia/US/Netherlands ,2017.0,1,tt6089930
10477,The Handmaiden, South Korea ,2016.0,1,tt4016934
10483,Handsome Devil, Ireland ,2016.0,1,tt5016946
10485,Handsome Devil, Ireland ,2016.0,1,tt5336504
10488,Handsome Harry, US ,2009.0,1,tt1318001
10489,The Hanging Garden, UK/Canada ,1997.0,1,tt0125128
10492,Hannah Free, US ,2009.0,1,tt1315214
10494,Happy & Gay, US ,2014.0,1,tt3767798
10500,Happy Endings, US ,2005.0,1,tt0361693
10552,Happy Endings Sleepover, US ,2019.0,1,tt10628006
10558,Happy-Go-Lucky, UK ,2008.0,1,tt1045670
10559,Happy-Go-Lucky, UK ,2008.0,1,tt1348057
10560,Happy Hearts, Philippines ,2007.0,1,tt0893525
10563,Happy Together, Hong Kong ,1997.0,1,tt0118845
10599,Hara Kiri, US ,2016.0,1,tt4010204
10600,Hard, US ,1998.0,1,tt0193997
10622,Hard Pill, US ,2005.0,1,tt0443530
10625,Harmonica's Howl, Brazil ,2013.0,1,tt2362744
10626,Harry + Max, US ,2004.0,1,tt0390080
10628,Hate Crime, US ,2005.0,1,tt0415833
10638,The Haunting, UK ,1963.0,1,tt0057129
10693,Haunting Me, Thailand ,2007.0,1,tt0969711
10778,Hawaii, Argentina ,2013.0,1,tt2801746
10789,Hawaii, Argentina ,2013.0,1,tt3476800
10794,Hawaii, Argentina ,2013.0,1,tt4291244
10799,Hawaii, Argentina ,2013.0,1,tt5366106
10821,Head in the Clouds, UK/Canada ,2004.0,1,tt0338097
10840,Head On, Australia ,1998.0,1,tt0138487
10859,Heart disease, Russia ,2014.0,1,tt11388454
10860,Hearts and Hotel Rooms, US ,2007.0,1,tt1029310
10861,Heavenly Creatures, UK/Germany/New Zealand ,1994.0,1,tt0110005
10865,Heavenly Touch, Philippines ,2009.0,1,tt1433524
10866,Hedwig and the Angry Inch, US ,2001.0,1,tt0248845
10867,Hedwig and the Angry Inch, US ,2001.0,1,tt0512171
10868,Hedwig and the Angry Inch, US ,2001.0,1,tt3330492
10870,Heiko, Portugal ,2008.0,1,tt1199471
10880,Hellbent, US ,2004.0,1,tt0356159
10890,Hello My Love, South Korea ,2009.0,1,tt1906389
10892,Henry & June, US ,1990.0,1,tt0099762
10895,Hidden Hills, US ,2013.0,1,tt2888480
10896,High Art, Canada/US ,1998.0,1,tt0139362
10903,High School Musical 2, US ,2007.0,1,tt0810900
10909,His Wife's Diary, Russia ,2000.0,1,tt0249474
10910,The History Boys, UK ,2006.0,1,tt0464049
10996,Hit and Run, US ,2012.0,1,tt1887766
11003,Hit and Run, US ,2012.0,1,tt2097307
11013,Hit and Run, US ,2012.0,1,tt3182824
11016,Hit and Run, US ,2012.0,1,tt3679386
11038,Hit and Runway, US ,1999.0,1,tt0138493
11041,Hold Your Peace, US ,2011.0,1,tt1913042
11043,Holding the Man, Australia ,2015.0,1,tt3671542
11044,Holding Trevor, US ,2007.0,1,tt0960770
11065,Hole, Canada ,2014.0,1,tt3550288
11066,Hole, Canada ,2014.0,1,tt3630326
11067,Hole, Canada ,2014.0,1,tt3693406
11070,Hole, Canada ,2014.0,1,tt4291022
11071,Hole, Canada ,2014.0,1,tt5642276
11075,Holiday Heart, US ,2000.0,1,tt0250425
11076,Hollow Reed, UK/Germany/Spain ,1996.0,1,tt0113314
11077,A Home at the End of the World, US ,2004.0,1,tt0359423
11079,Home for the Holidays, US ,1995.0,1,tt0113321
11151,Home from the Gym, US ,2014.0,1,tt3639326
11161,Homewrecker, US ,2009.0,1,tt1260573
11177,Homo Father, Poland ,2005.0,1,tt1245660
11178,The Homolulu Show, Norway ,2004.0,1,tt0419818
11180,Hooks to the Left, US ,2006.0,1,tt0955829
11181,Hormoner og andre demoner, Norway ,2003.0,1,tt0367864
11182,Horror in the Wind, US ,2008.0,1,tt1124041
11183,The Hotel New Hampshire, US/Canada/UK ,1984.0,1,tt0087428
11184,The Hotel New Hampshire, US/Canada/UK ,1984.0,1,tt14891300
11187,The Hours, US/UK ,2002.0,1,tt0274558
11192,House of Boys, Germany/Luxembourg ,2009.0,1,tt0405022
11194,The Houseboy, US ,2007.0,1,tt1132161
11195,How Do I Look, US ,2006.0,1,tt1418888
11196,How to Survive a Plague, US ,2012.0,1,tt2124803
11198,How to Win at Checkers (Every Time), Thailand/US/Indonesia ,2015.0,1,tt4370256
11201,Howl, US ,2010.0,1,tt1049402
11226,Hung, US ,2005.0,1,tt0471006
11232,The Hunger, UK ,1983.0,1,tt0085701
11266,Hush!, Japan ,2001.0,1,tt0290662
11270,Hustler White, Canada ,1996.0,1,tt0116587
11271,I Am Gay and Muslim, Netherlands/Morocco ,2012.0,1,tt2188912
11272,I Am Michael, US ,2015.0,1,tt3713030
11274,I Am Syd Stone, Canada ,2014.0,1,tt3493688
11276,I Care a Lot, US ,2020.0,1,tt9893250
11297,I Do, US ,2012.0,1,tt1700819
11303,I Do, US ,2012.0,1,tt2102499
11306,I Do, US ,2012.0,1,tt2249207
11311,I Do, US ,2012.0,1,tt2717158
11345,I Don't Care, UK ,2010.0,1,tt1652484
11349,I Don't Want to Sleep Alone, Malaysia/China/Taiwan/France/Austria ,2006.0,1,tt0855824
11351,I Like It Like That,US,1994.0,1,tt0110091
11354,I Love Hooligans, Netherlands/Belgium ,2013.0,1,tt2978734
11355,I Love You Baby, Spain ,2001.0,1,tt0300016
11357,I Love You Phillip Morris, US/France ,2009.0,1,tt1045772
11358,I Now Pronounce You Chuck and Larry, US ,2007.0,1,tt1048522
11360,I Shot Andy Warhol, UK/US ,1996.0,1,tt0116594
11362,I Think I Do, US ,1997.0,1,tt0125209
11364,I Wanna Be a Republican, US ,2006.0,1,tt0825269
11368,I Want to Get Married, US ,2011.0,1,tt1779814
11369,I Want to Get Married, US ,2011.0,1,tt6420810
11372,Ice Blues, Canada ,2008.0,1,tt1130987
11373,Ice Men, Canada ,2004.0,1,tt0233911
11375,If These Walls Could Talk 2, US ,2000.0,1,tt0206036
11376,I'll Love You Forever... Tonight, US ,1992.0,1,tt0104471
11378,Imaginary Heroes, US ,2004.0,1,tt0373024
11379,Imagine Me & You, UK ,2005.0,1,tt0421994
11384,The Imitation Game, UK ,2014.0,1,tt2084970
11385,The Imitation Game, UK ,2014.0,1,tt30216613
11389,In & Out, US ,1997.0,1,tt0119360
11440,In Between, Israel ,2016.0,1,tt21029880
11470,In Between, Israel ,2016.0,1,tt5698106
11472,In Between, Israel ,2016.0,1,tt5974388
11478,In Between, Israel ,2016.0,1,tt6889122
11502,In Bloom, US ,2013.0,1,tt2250564
11505,In Bloom, US ,2013.0,1,tt2741806
11522,In My Life, Philippines ,2009.0,1,tt1508291
11537,In the Blood, US ,2006.0,1,tt0817911
11576,In the Family, US ,2011.0,1,tt1845804
11582,In the Flesh, US ,1998.0,1,tt0129157
11584,In the Flesh, US ,1998.0,1,tt0301445
11586,In the Flesh, US ,1998.0,1,tt0708912
11607,In the Gloaming, US ,1997.0,1,tt0119362
11611,The Incredibly True Adventure of Two Girls in Love, US ,1995.0,1,tt0113416
11613,Infamous, US ,2006.0,1,tt0420609
11641,Innocent, Canada/Hong Kong ,2005.0,1,tt0777896
11715,Interior. Leather Bar., US ,2013.0,1,tt2352488
11722,Interviews with My Next Girlfriend, Canada ,2002.0,1,tt0305679
11723,An Intimate Friendship, US ,2000.0,1,tt0212667
11724,Intimates, Hong Kong ,1997.0,1,tt0133028
11735,Into the Night, Australia ,2002.0,1,tt0345440
11790,The Iron Ladies, Thailand ,2000.0,1,tt0263957
11792,Is It Just Me?, US ,2010.0,1,tt1533053
11797,Isha, UK ,2018.0,1,tt7575134
11798,Isha, UK ,2018.0,1,tt8585724
11837,The Island, Canada ,2009.0,1,tt1351064
11838,The Island, Canada ,2009.0,1,tt1355203
11844,The Island, Canada ,2009.0,1,tt1566601
11850,The Island, Canada ,2009.0,1,tt1880365
11906,Island of Death, Greece ,1976.0,1,tt0188527
11910,Issues 101, US ,2002.0,1,tt0339209
11911,It's Consuming Me, Germany ,2012.0,1,tt2148962
11912,It's in the Water, US ,1997.0,1,tt0116661
11916,It's My Party, US ,1996.0,1,tt0113443
11921,It's My Party, US ,1996.0,1,tt0547157
11973,Itty Bitty Titty Committee, US ,2007.0,1,tt0496328
11974,I've Heard the Mermaids Singing, Canada ,1987.0,1,tt0093239
11976,J. Edgar, US ,2011.0,1,tt1616195
11977,J. Edgar, US ,2011.0,1,tt2100087
11978,J. Edgar, US ,2011.0,1,tt2118263
11982,J. Edgar, US ,2011.0,1,tt5802050
11983,J. Edgar, US ,2011.0,1,tt7181964
11994,Jack, US ,2004.0,1,tt0388141
12051,Jack, US ,2004.0,1,tt28076194
12107,Jack & Diane, US ,2012.0,1,tt0850677
12113,Jailbait, US ,2004.0,1,tt0364435
12136,James, UK ,2008.0,1,tt1351642
12181,James, UK ,2008.0,1,tt5929128
12225,Jamie, UK ,2016.0,1,tt5684820
12233,Jan Dara, Thailand ,2001.0,1,tt0282628
12234,Japan Japan, Israel ,2007.0,1,tt1090327
12238,Jay, Philippines ,2008.0,1,tt1244571
12262,Jeffrey, US ,1995.0,1,tt0113464
12279,Jennifer's Body, US ,2009.0,1,tt1131734
12281,Jennifer's Body, US ,2009.0,1,tt1670880
12283,Jennifer's Body, US ,2009.0,1,tt3013470
12284,Jerker, US ,1991.0,1,tt0102152
12287,JFK, US ,1991.0,1,tt0102138
12304,Jitters, Iceland ,2010.0,1,tt1634524
12313,Joe + Belle, Israel ,2011.0,1,tt1930371
12315,Johan, France ,1976.0,1,tt0222067
12331,John Apple Jack, Canada ,2013.0,1,tt2996228
12332,John and Michael, Canada ,2004.0,1,tt1632536
12333,Johnny Guitar, US ,1954.0,1,tt0047136
12342,The Joneses, US ,2009.0,1,tt1285309
12364,The Journey, India ,2004.0,1,tt0470913
12365,The Journey, India ,2004.0,1,tt0493258
12384,The Journey, India ,2004.0,1,tt0942060
12546,The Journey of Jared Price, US ,2000.0,1,tt0280791
12550,Joyland, Pakistan ,2022.0,1,tt19719976
12555,The Joy of Life, US ,2005.0,1,tt0436457
12557,Julie Johnson, US ,2001.0,1,tt0239509
12566,Judas Kiss, US ,2011.0,1,tt1242642
12568,Judas Kiss, US ,2011.0,1,tt1617638
12574,Just Charlie, UK ,2017.0,1,tt4838248
12578,Just Friends?, South Korea ,2009.0,1,tt1753995
12587,Just Like a Woman, UK ,1992.0,1,tt0104576
12594,Just Like a Woman, UK ,1992.0,1,tt0644594
12609,Just Me, UK ,2018.0,1,tt8852680
12611,Just One Time, US ,1998.0,1,tt0168912
12612,Just One Time, US ,1998.0,1,tt0253166
12619,Just Say Love, US ,2009.0,1,tt1247397
12622,Kaboom, US/France ,2010.0,1,tt1523483
12623,Kaboom, US/France ,2010.0,1,tt1695634
12634,Kajillionaire, US ,2020.0,1,tt26009024
12635,Kajillionaire, US ,2020.0,1,tt8143990
12636,Kali Ma, US/India ,2007.0,1,tt1015994
12637,Kambyo, Philippines ,2008.0,1,tt1284991
12638,Kanarie, South Africa ,2018.0,1,tt8595480
12639,Kansas City Trucking Co., US ,1976.0,1,tt0222098
12646,Kawa, New Zealand ,2010.0,1,tt1754277
12647,Keep Not Silent, Israel ,2004.0,1,tt1167473
12648,Keep the Lights On, US ,2012.0,1,tt2011953
12649,Keiko, Japan ,1979.0,1,tt0079393
12657,Kicking and Screaming, US ,1995.0,1,tt0113537
12665,The Kids Are All Right, US ,2010.0,1,tt0842926
12668,The Kids Are All Right, US ,2010.0,1,tt3022206
12672,Kids in America, US ,2005.0,1,tt0408961
12681,Kiki, Sweden / US ,2016.0,1,tt10452728
12694,Kiki, Sweden / US ,2016.0,1,tt5278598
12699,Kill for Me, US ,2013.0,1,tt2085957
12707,Kill Your Darlings, US ,2013.0,1,tt1311071
12712,Kill Your Darlings, US ,2013.0,1,tt3243720
12714,Killer Drag Queens on Dope, US ,2003.0,1,tt0355650
12715,The Killing of Sister George, UK ,1968.0,1,tt0063185
12723,King Cobra, US ,2016.0,1,tt5129682
12729,King Size, France ,2007.0,1,tt1110050
12734,Kinky Boots, UK/US ,2005.0,1,tt0434124
12737,Kinsey, US ,2004.0,1,tt0362269
12741,Kiss, US ,1963.0,1,tt0213035
12803,Kiss Kiss Bang Bang, US ,2005.0,1,tt0373469
12813,Kiss Me Again, US ,2006.0,1,tt0436460
12821,Kiss Me Deadly, US ,2008.0,1,tt1043839
12825,Kiss of the Spider Woman, US ,1985.0,1,tt0089424
12835,Kissing Drew, Canada ,2013.0,1,tt2246240
12836,Kissing Jessica Stein, US ,2001.0,1,tt0264761
12837,Kung Fu Tootsie, Thailand ,2007.0,1,tt1062934
12838,La Cage aux Folles II, France ,1980.0,1,tt0080489
12839,La famille selon Mathieu, France ,2002.0,1,tt0498796
12841,La fin de la nuit, France ,1997.0,1,tt0427250
12861,La vie des autres, France ,2000.0,1,tt0346106
12863,L'abandon, Belgium ,1996.0,1,tt0344784
12866,The Lady Assassin, Vietnam ,2013.0,1,tt3084836
12872,Lady Bird, US ,2017.0,1,tt4925292
12873,Lady Bird, US ,2017.0,1,tt7653616
12874,Lady Bird, US ,2017.0,1,tt7686750
12878,Lady Daddy, Korea ,2010.0,1,tt1655614
12879,The Lady in Question Is Charles Busch, US ,2005.0,1,tt0426508
12880,Lady Peacock, US ,2014.0,1,tt2457080
12881,Lan Yu, Hong Kong/China ,2001.0,1,tt0292066
12893,The Language of Love, Australia ,2013.0,1,tt2807704
12896,The Laramie Project, US ,2002.0,1,tt0257850
12944,Last Call, US ,2009.0,1,tt1205560
12962,Last Call, US ,2009.0,1,tt1392182
12968,Last Call, US ,2009.0,1,tt1486782
12970,Last Call, US ,2009.0,1,tt1492953
12973,Last Call, US ,2009.0,1,tt1534578
12975,Last Call, US ,2009.0,1,tt1545331
12980,Last Call, US ,2009.0,1,tt1575610
12993,Last Call, US ,2009.0,1,tt1778285
13007,Last Call, US ,2009.0,1,tt2016932
13144,Last Call at Maud's, US ,1993.0,1,tt0107366
13146,Last Days, US ,2005.0,1,tt0403217
13173,Last Friends, Japan ,2008.0,1,tt1200618
13174,Last Exit to Brooklyn, US/UK/West Germany ,1989.0,1,tt0097714
13177,The Last Supper, Canada ,1994.0,1,tt0110310
13348,The Last Year, US ,2002.0,1,tt0354694
13353,Latin Boys Go to Hell, US ,1997.0,1,tt0124777
13354,Latter Days, US ,2003.0,1,tt0345551
13356,Laurence Anyways, Canada ,2012.0,1,tt1650048
13361,Lavender, US ,2019.0,1,tt11193422
13381,Lavender, US ,2019.0,1,tt9071140
13384,Lawrence of Arabia, UK ,1962.0,1,tt0056172
13393,Le planeur, Belgium ,1999.0,1,tt0374127
13400,Leading Ladies, US ,2010.0,1,tt1462053
13401,Leading Ladies, US ,2010.0,1,tt1697626
13417,Leather, US ,2013.0,1,tt2473718
13420,The Leather Boys, UK ,1964.0,1,tt0057244
13421,Leather Jacket Love Story, US ,1997.0,1,tt0119508
13422,Leave It on the Floor, Canada/US ,2011.0,1,tt1754104
13425,Leave Me Alone, Hong Kong ,2004.0,1,tt0440016
13426,Leave Me Alone, Hong Kong ,2004.0,1,tt0806109
13449,Leaving Metropolis, Canada ,2002.0,1,tt0295526
13452,Let My People Go!, France ,2011.0,1,tt1841713
13453,Let's Go to Prison, US ,2006.0,1,tt0454987
13454,Lianna, US ,1983.0,1,tt0085838
13455,Liberace: Behind the Music, US/Canada ,1988.0,1,tt0195022
13456,Liberated, Philippines ,2003.0,1,tt0375919
13463,Liberated 2, Philippines ,2004.0,1,tt0418831
13464,Licensed to Kill, US ,1997.0,1,tt0119530
13472,L.I.E., US ,2001.0,1,tt0242587
13482,Like a Virgin, South Korea ,2006.0,1,tt0762682
13485,Like a Virgin, South Korea ,2006.0,1,tt0889064
13506,Like Grains of Sand, Japan ,1995.0,1,tt0113922
13509,Like It Is, UK ,1998.0,1,tt0146990
13513,Lilies, Canada ,1996.0,1,tt0116882
13521,Lilting, UK ,2014.0,1,tt2560102
13522,Lily Festival, Japan ,2001.0,1,tt0367258
13523,Lisístrata, Spain ,2002.0,1,tt0335261
13524,Listen, US ,1996.0,1,tt0116890
13625,Listen, Australia ,2019.0,1,tt10358668
13682,Listen, Australia ,2019.0,1,tt5643968
13710,Listen, Australia ,2019.0,1,tt9408236
13712,Little Ashes, UK/Spain ,2008.0,1,tt1104083
13715,Little Boy Blue, US ,1997.0,1,tt0119547
13741,Little Gay Boy, France ,2013.0,1,tt3000430
13758,Little Man, UK/Israel ,2012.0,1,tt2145318
13760,Little Man, UK/Israel ,2012.0,1,tt2458724
13761,Little Man, UK/Israel ,2012.0,1,tt2517090
13772,Little Miss Sunshine, US ,2006.0,1,tt0449059
13778,Live Nude Girls, US ,1995.0,1,tt0113674
13784,The Living End, US ,1992.0,1,tt0104745
13805,Lizzie, US ,2018.0,1,tt4969092
13806,Lizzie, US ,2018.0,1,tt5160938
13809,Lizzie, US ,2018.0,1,tt8956258
13810,Loev, India ,2015.0,1,tt5050788
13813,Loggerheads, US ,2005.0,1,tt0406038
13819,The Lollipop Generation, Canada ,2008.0,1,tt1512506
13820,Lonely 15, Norway ,2004.0,1,tt0435149
13821,Lonesome Cowboys, US ,1968.0,1,tt0063236
13822,The Long Good Friday, UK ,1980.0,1,tt0081070
13826,The Longest Yard, US ,2005.0,1,tt0398165
13834,Longhorns, US ,2011.0,1,tt1728978
13836,Long-Term Relationship, US ,2006.0,1,tt0494253
13839,Looking for Langston, UK ,1989.0,1,tt0095545
13840,Losing Chase, US ,1996.0,1,tt0116920
13841,Lost and Delirious, Canada ,2001.0,1,tt0245238
13842,Lost Everything, US ,2010.0,1,tt1051715
13843,Lost in the Pershing Point Hotel, US ,2000.0,1,tt0201737
13844,The Lost Language of Cranes, UK ,1991.0,1,tt0102337
13845,The Lost Language of Cranes, UK ,1991.0,1,tt1963768
13847,Lot in Sodom, US ,1933.0,1,tt0122158
13848,Love Actually... Sucks!, Hong Kong/China ,2011.0,1,tt2229592
13849,Love and Deaf, US ,2004.0,1,tt0406945
13850,Love and Death on Long Island, UK/Canada ,1997.0,1,tt0119574
13853,Love and Other Catastrophes, Australia ,1996.0,1,tt0116931
13856,Love and Other Disasters, France/United Kingdom ,2006.0,1,tt0452643
13859,Love Bite, Australia ,2008.0,1,tt1255881
13869,Love Exposure, Japan ,2008.0,1,tt1128075
13873,Love Is All You Need, Denmark ,2012.0,1,tt1854236
13879,Love Is All You Need?, US ,2016.0,1,tt2259122
13880,Love Is the Devil: Study for a Portrait of Francis Bacon, UK/France/Japan ,1998.0,1,tt0119577
13886,Love Is Strange, US/France ,2014.0,1,tt2639344
